Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
04/10/2022,04/11/2022,Red Hook,RH,8794.65,3100000.00,,257556,RT-qPCR - N1
04/10/2022,04/11/2022,Rockaway,RK,3253.21,1980000.00,,117991,RT-qPCR - N1
04/10/2022,04/11/2022,Tallman Island,TI,5501.64,3180000.00,,457817,RT-qPCR - N1
04/10/2022,04/11/2022,Wards Island,WI,2799.60,1960000.00,,1173448,RT-qPCR - N1
04/12/2022,04/13/2022,26th Ward,26W,5460.54,3050000.00,,318262,RT-qPCR - N1
04/12/2022,04/13/2022,Bowery Bay,BB,11378.84,4330000.00,,894311,RT-qPCR - N1
04/12/2022,04/13/2022,Coney Island,CI,7188.88,2940000.00,,647635,RT-qPCR - N1
04/12/2022,04/13/2022,Hunts Point,HP,2720.27,1570000.00,,781885,RT-qPCR - N1
04/12/2022,04/13/2022,Jamaica Bay,JA,9382.33,3580000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
04/12/2022,04/13/2022,Newtown Creek,NC,8808.52,4750000.00,,1227810,RT-qPCR - N1
04/12/2022,04/13/2022,North River,NR,10741.64,5820000.00,,649549,RT-qPCR - N1
04/12/2022,04/13/2022,Oakwood Beach,OB,3681.50,1620000.00,,243910,RT-qPCR - N1
04/12/2022,04/13/2022,Owls Head,OH,5733.12,2070000.00,,923524,RT-qPCR - N1
04/12/2022,04/13/2022,Port Richmond,PR,7525.16,3430000.00,,224516,RT-qPCR - N1
04/12/2022,04/13/2022,Red Hook,RH,18149.96,6940000.00,,257556,RT-qPCR - N1
04/12/2022,04/13/2022,Rockaway,RK,5759.64,3140000.00,,117991,RT-qPCR - N1
04/12/2022,04/13/2022,Tallman Island,TI,16237.32,7380000.00,,457817,RT-qPCR - N1
04/12/2022,04/13/2022,Wards Island,WI,7328.39,4300000.00,,1173448,RT-qPCR - N1
04/17/2022,04/18/2022,26th Ward,26W,2898.17,1590000.00,,318262,RT-qPCR - N1
04/17/2022,04/18/2022,Bowery Bay,BB,6642.26,2390000.00,,894311,RT-qPCR - N1
04/17/2022,04/18/2022,Coney Island,CI,5796.21,2300000.00,,647635,RT-qPCR - N1
04/17/2022,04/18/2022,Hunts Point,HP,3882.84,2240000.00,,781885,RT-qPCR - N1
04/17/2022,04/18/2022,Jamaica Bay,JA,11821.05,4500000.00,,735054,RT-qPCR - N1
04/17/2022,04/18/2022,Newtown Creek,NC,14548.87,7270000.00,,1227810,RT-qPCR - N1
04/17/2022,04/18/2022,North River,NR,11917.25,5970000.00,,649549,RT-qPCR - N1
04/17/2022,04/18/2022,Oakwood Beach,OB,6791.96,2850000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
04/17/2022,04/18/2022,Owls Head,OH,18506.35,6830000.00,,923524,RT-qPCR - N1
04/17/2022,04/18/2022,Port Richmond,PR,11076.93,4480000.00,,224516,RT-qPCR - N1
04/17/2022,04/18/2022,Red Hook,RH,37603.23,12200000.00,,257556,RT-qPCR - N1
04/17/2022,04/18/2022,Rockaway,RK,6334.51,3860000.00,,117991,RT-qPCR - N1
04/17/2022,04/18/2022,Tallman Island,TI,18006.77,8340000.00,,457817,RT-qPCR - N1
04/17/2022,04/18/2022,Wards Island,WI,3616.86,2080000.00,,1173448,RT-qPCR - N1
04/19/2022,04/20/2022,26th Ward,26W,2694.29,2630000.00,,318262,RT-qPCR - N1
04/19/2022,04/20/2022,Bowery Bay,BB,6222.08,3480000.00,,894311,RT-qPCR - N1
04/19/2022,04/20/2022,Coney Island,CI,4819.03,3460000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
04/19/2022,04/20/2022,Hunts Point,HP,3061.59,2310000.00,,781885,RT-qPCR - N1
04/19/2022,04/20/2022,Jamaica Bay,JA,9903.93,4490000.00,,735054,RT-qPCR - N1
04/19/2022,04/20/2022,Newtown Creek,NC,12456.41,8640000.00,,1227810,RT-qPCR - N1
04/19/2022,04/20/2022,North River,NR,7050.16,5590000.00,,649549,RT-qPCR - N1
04/19/2022,04/20/2022,Oakwood Beach,OB,7247.80,5310000.00,,243910,RT-qPCR - N1
04/19/2022,04/20/2022,Owls Head,OH,6416.03,2580000.00,,923524,RT-qPCR - N1
04/19/2022,04/20/2022,Port Richmond,PR,4327.84,3790000.00,,224516,RT-qPCR - N1
04/19/2022,04/20/2022,Red Hook,RH,10296.12,4690000.00,,257556,RT-qPCR - N1
04/19/2022,04/20/2022,Rockaway,RK,4113.18,2380000.00,,117991,RT-qPCR - N1
04/19/2022,04/20/2022,Tallman Island,TI,6799.72,4440000.00,,457817,RT-qPCR - N1
04/19/2022,04/20/2022,Wards Island,WI,3432.27,2880000.00,,1173448,RT-qPCR - N1
04/24/2022,04/25/2022,26th Ward,26W,4402.71,2410000.00,,318262,RT-qPCR - N1
04/24/2022,04/25/2022,Bowery Bay,BB,14153.74,5210000.00,,894311,RT-qPCR - N1
04/24/2022,04/25/2022,Coney Island,CI,8430.07,3740000.00,,647635,RT-qPCR - N1
04/24/2022,04/25/2022,Hunts Point,HP,5405.83,3250000.00,,781885,RT-qPCR - N1
04/24/2022,04/25/2022,Jamaica Bay,JA,15621.93,6280000.00,,735054,RT-qPCR - N1
04/24/2022,04/25/2022,Newtown Creek,NC,17010.10,8920000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
04/24/2022,04/25/2022,North River,NR,17742.58,9200000.00,,649549,RT-qPCR - N1
04/24/2022,04/25/2022,Oakwood Beach,OB,5947.16,2820000.00,,243910,RT-qPCR - N1
04/24/2022,04/25/2022,Owls Head,OH,25010.71,9430000.00,,923524,RT-qPCR - N1
04/24/2022,04/25/2022,Port Richmond,PR,9718.62,5410000.00,,224516,RT-qPCR - N1
04/24/2022,04/25/2022,Red Hook,RH,10511.34,3710000.00,,257556,RT-qPCR - N1
04/24/2022,04/25/2022,Rockaway,RK,6857.20,3960000.00,,117991,RT-qPCR - N1
04/24/2022,04/25/2022,Tallman Island,TI,29445.29,11900000.00,,457817,RT-qPCR - N1
04/24/2022,04/25/2022,Wards Island,WI,3237.57,1920000.00,,1173448,RT-qPCR - N1
04/26/2022,04/27/2022,26th Ward,26W,8246.39,4410000.00,,318262,RT-qPCR - N1
04/26/2022,04/27/2022,Bowery Bay,BB,20412.74,7600000.00,,894311,RT-qPCR - N1
04/26/2022,04/27/2022,Coney Island,CI,10328.08,4410000.00,,647635,RT-qPCR - N1
04/26/2022,04/27/2022,Hunts Point,HP,5960.29,3430000.00,,781885,RT-qPCR - N1
04/26/2022,04/27/2022,Jamaica Bay,JA,16960.41,6550000.00,,735054,RT-qPCR - N1
04/26/2022,04/27/2022,Newtown Creek,NC,18924.02,10500000.00,,1227810,RT-qPCR - N1
04/26/2022,04/27/2022,North River,NR,18072.37,9900000.00,,649549,RT-qPCR - N1
04/26/2022,04/27/2022,Oakwood Beach,OB,15122.28,6880000.00,,243910,RT-qPCR - N1
04/26/2022,04/27/2022,Owls Head,OH,21734.70,8460000.00,,923524,RT-qPCR - N1
04/26/2022,04/27/2022,Port Richmond,PR,13473.59,6820000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224516,RT-qPCR - N1
04/26/2022,04/27/2022,Red Hook,RH,17546.62,6710000.00,,257556,RT-qPCR - N1
04/26/2022,04/27/2022,Rockaway,RK,8297.47,4790000.00,,117991,RT-qPCR - N1
04/26/2022,04/27/2022,Tallman Island,TI,10415.24,4390000.00,,457817,RT-qPCR - N1
04/26/2022,04/27/2022,Wards Island,WI,8828.59,5240000.00,,1173448,RT-qPCR - N1
05/01/2022,05/02/2022,26th Ward,26W,13070.24,7000000.00,,318262,RT-qPCR - N1
05/01/2022,05/02/2022,Bowery Bay,BB,20376.99,7420000.00,,894311,RT-qPCR - N1
05/01/2022,05/02/2022,Coney Island,CI,6417.68,2780000.00,,647635,RT-qPCR - N1
05/01/2022,05/02/2022,Hunts Point,HP,9299.49,5900000.00,,781885,RT-qPCR - N1
05/01/2022,05/02/2022,Jamaica Bay,JA,23457.89,9180000.00,,735054,RT-qPCR - N1
05/01/2022,05/02/2022,Newtown Creek,NC,16870.09,8740000.00,,1227810,RT-qPCR - N1
05/01/2022,05/02/2022,North River,NR,15451.22,8100000.00,,649549,RT-qPCR - N1
05/01/2022,05/02/2022,Oakwood Beach,OB,17577.15,7690000.00,,243910,RT-qPCR - N1
05/01/2022,05/02/2022,Owls Head,OH,21343.73,8840000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
05/01/2022,05/02/2022,Port Richmond,PR,16175.61,7910000.00,,224516,RT-qPCR - N1
05/01/2022,05/02/2022,Red Hook,RH,20886.11,7670000.00,,257556,RT-qPCR - N1
05/01/2022,05/02/2022,Rockaway,RK,9895.07,6030000.00,,117991,RT-qPCR - N1
05/01/2022,05/02/2022,Tallman Island,TI,34597.51,14900000.00,,457817,RT-qPCR - N1
05/01/2022,05/02/2022,Wards Island,WI,6662.75,3550000.00,,1173448,RT-qPCR - N1
05/03/2022,05/04/2022,26th Ward,26W,16482.75,8820000.00,,318262,RT-qPCR - N1
05/03/2022,05/04/2022,Bowery Bay,BB,19165.43,7300000.00,,894311,RT-qPCR - N1
05/03/2022,05/04/2022,Coney Island,CI,15729.42,8180000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
05/03/2022,05/04/2022,Hunts Point,HP,7484.65,4280000.00,,781885,RT-qPCR - N1
05/03/2022,05/04/2022,Jamaica Bay,JA,23536.27,8970000.00,,735054,RT-qPCR - N1
05/03/2022,05/04/2022,Newtown Creek,NC,28594.04,15900000.00,,1227810,RT-qPCR - N1
05/03/2022,05/04/2022,North River,NR,20853.00,11100000.00,,649549,RT-qPCR - N1
05/03/2022,05/04/2022,Oakwood Beach,OB,16368.86,6860000.00,,243910,RT-qPCR - N1
05/03/2022,05/04/2022,Owls Head,OH,48809.23,19600000.00,,923524,RT-qPCR - N1
05/03/2022,05/04/2022,Port Richmond,PR,15604.62,6840000.00,,224516,RT-qPCR - N1
05/03/2022,05/04/2022,Red Hook,RH,19385.40,8830000.00,,257556,RT-qPCR - N1
05/03/2022,05/04/2022,Rockaway,RK,25550.95,14800000.00,,117991,RT-qPCR - N1
05/03/2022,05/04/2022,Tallman Island,TI,40915.19,20600000.00,,457817,RT-qPCR - N1
05/03/2022,05/04/2022,Wards Island,WI,11303.71,6270000.00,,1173448,RT-qPCR - N1
05/08/2022,05/09/2022,26th Ward,26W,4344.08,2640000.00,,318262,RT-qPCR - N1
05/08/2022,05/09/2022,Bowery Bay,BB,25946.96,10400000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
05/08/2022,05/09/2022,Coney Island,CI,4737.10,2330000.00,,647635,RT-qPCR - N1
05/08/2022,05/09/2022,Hunts Point,HP,7055.29,4580000.00,,781885,RT-qPCR - N1
05/08/2022,05/09/2022,Jamaica Bay,JA,22922.22,9330000.00,,735054,RT-qPCR - N1
05/08/2022,05/09/2022,Newtown Creek,NC,17283.90,9590000.00,,1227810,RT-qPCR - N1
05/08/2022,05/09/2022,North River,NR,22309.31,12200000.00,,649549,RT-qPCR - N1
05/08/2022,05/09/2022,Oakwood Beach,OB,12408.45,6910000.00,,243910,RT-qPCR - N1
05/08/2022,05/09/2022,Owls Head,OH,11808.05,4360000.00,,923524,RT-qPCR - N1
05/08/2022,05/09/2022,Port Richmond,PR,13795.22,10200000.00,,224516,RT-qPCR - N1
05/08/2022,05/09/2022,Red Hook,RH,19073.01,7850000.00,,257556,RT-qPCR - N1
05/08/2022,05/09/2022,Rockaway,RK,4940.49,3490000.00,,117991,RT-qPCR - N1
05/08/2022,05/09/2022,Tallman Island,TI,26161.40,16900000.00,,457817,RT-qPCR - N1
05/08/2022,05/09/2022,Wards Island,WI,7265.19,4450000.00,,1173448,RT-qPCR - N1
05/10/2022,05/11/2022,26th Ward,26W,10626.16,5180000.00,Lower PCR efficiency: 78%,318262,RT-qPCR - N1
05/10/2022,05/11/2022,Bowery Bay,BB,34106.67,12700000.00,Lower PCR efficiency: 78%,894311,RT-qPCR - N1
05/10/2022,05/11/2022,Coney Island,CI,9984.89,4670000.00,Lower PCR efficiency: 78%,647635,RT-qPCR - N1
05/10/2022,05/11/2022,Hunts Point,HP,4215.00,2410000.00,Lower PCR efficiency: 78%,781885,RT-qPCR - N1
05/10/2022,05/11/2022,Jamaica Bay,JA,19254.42,7540000.00,Lower PCR efficiency: 78%,735054,RT-qPCR - N1
05/10/2022,05/11/2022,Newtown Creek,NC,24892.38,13700000.00,Lower PCR efficiency: 78%,1227810,RT-qPCR - N1
05/10/2022,05/11/2022,North River,NR,22778.02,12600000.00,Lower PCR efficiency: 78%,649549,RT-qPCR - N1
05/10/2022,05/11/2022,Oakwood Beach,OB,14545.62,6520000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
05/10/2022,05/11/2022,Owls Head,OH,28467.17,10300000.00,Lower PCR efficiency: 78%,923524,RT-qPCR - N1
05/10/2022,05/11/2022,Port Richmond,PR,12976.56,7220000.00,Lower PCR efficiency: 78%,224516,RT-qPCR - N1
05/10/2022,05/11/2022,Red Hook,RH,20049.37,7370000.00,Lower PCR efficiency: 78%,257556,RT-qPCR - N1
05/10/2022,05/11/2022,Rockaway,RK,11409.91,7690000.00,Lower PCR efficiency: 78%,117991,RT-qPCR - N1
05/10/2022,05/11/2022,Tallman Island,TI,30224.94,15000000.00,Lower PCR efficiency: 78%,457817,RT-qPCR - N1
05/10/2022,05/11/2022,Wards Island,WI,8054.70,4780000.00,Lower PCR efficiency: 78%,1173448,RT-qPCR - N1
05/15/2022,05/16/2022,26th Ward,26W,7101.03,3800000.00,Lower PCR efficiency: 74%,318262,RT-qPCR - N1
05/15/2022,05/16/2022,Bowery Bay,BB,26382.52,10900000.00,Lower PCR efficiency: 74%,894311,RT-qPCR - N1
05/15/2022,05/16/2022,Coney Island,CI,18391.71,8490000.00,Lower PCR efficiency: 74%,647635,RT-qPCR - N1
05/15/2022,05/16/2022,Hunts Point,HP,8381.37,4830000.00,Lower PCR efficiency: 74%,781885,RT-qPCR - N1
05/15/2022,05/16/2022,Jamaica Bay,JA,16170.17,6500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 74%,735054,RT-qPCR - N1
05/15/2022,05/16/2022,Newtown Creek,NC,8009.04,4300000.00,Lower PCR efficiency: 74%,1227810,RT-qPCR - N1
05/15/2022,05/16/2022,North River,NR,22315.55,12600000.00,Lower PCR efficiency: 74%,649549,RT-qPCR - N1
05/15/2022,05/16/2022,Oakwood Beach,OB,7337.13,3640000.00,Lower PCR efficiency: 74%,243910,RT-qPCR - N1
05/15/2022,05/16/2022,Owls Head,OH,12784.53,4870000.00,Lower PCR efficiency: 74%,923524,RT-qPCR - N1
05/15/2022,05/16/2022,Port Richmond,PR,21096.21,12100000.00,Lower PCR efficiency: 74%,224516,RT-qPCR - N1
05/15/2022,05/16/2022,Red Hook,RH,12018.00,4420000.00,Lower PCR efficiency: 74%,257556,RT-qPCR - N1
05/15/2022,05/16/2022,Rockaway,RK,6974.31,4480000.00,Lower PCR efficiency: 74%,117991,RT-qPCR - N1
05/15/2022,05/16/2022,Tallman Island,TI,36515.55,17800000.00,Lower PCR efficiency: 74%,457817,RT-qPCR - N1
05/15/2022,05/16/2022,Wards Island,WI,7926.16,4530000.00,Lower PCR efficiency: 74%,1173448,RT-qPCR - N1
05/17/2022,05/18/2022,26th Ward,26W,19758.80,10300000.00,Lower PCR efficiency: 79%,318262,RT-qPCR - N1
05/17/2022,05/18/2022,Bowery Bay,BB,26801.38,10900000.00,Lower PCR efficiency: 79%,894311,RT-qPCR - N1
05/17/2022,05/18/2022,Coney Island,CI,15985.87,6910000.00,Lower PCR efficiency: 79%,647635,RT-qPCR - N1
05/17/2022,05/18/2022,Hunts Point,HP,15201.82,8320000.00,Lower PCR efficiency: 79%,781885,RT-qPCR - N1
05/17/2022,05/18/2022,Jamaica Bay,JA,23054.14,10600000.00,Lower PCR efficiency: 79%,735054,RT-qPCR - N1
05/17/2022,05/18/2022,Newtown Creek,NC,16794.63,9270000.00,Lower PCR efficiency: 79%,1227810,RT-qPCR - N1
05/17/2022,05/18/2022,North River,NR,24202.84,13800000.00,Lower PCR efficiency: 79%,649549,RT-qPCR - N1
05/17/2022,05/18/2022,Oakwood Beach,OB,16802.80,7820000.00,Lower PCR efficiency: 79%,243910,RT-qPCR - N1
05/17/2022,05/18/2022,Owls Head,OH,31865.07,12400000.00,Lower PCR efficiency: 79%,923524,RT-qPCR - N1
05/17/2022,05/18/2022,Port Richmond,PR,24175.65,12600000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 79%,224516,RT-qPCR - N1
05/17/2022,05/18/2022,Red Hook,RH,17144.08,6300000.00,Lower PCR efficiency: 79%,257556,RT-qPCR - N1
05/17/2022,05/18/2022,Rockaway,RK,8804.26,5650000.00,Lower PCR efficiency: 79%,117991,RT-qPCR - N1
05/17/2022,05/18/2022,Tallman Island,TI,20814.40,11400000.00,Lower PCR efficiency: 79%,457817,RT-qPCR - N1
05/17/2022,05/18/2022,Wards Island,WI,11337.45,6440000.00,Lower PCR efficiency: 79%,1173448,RT-qPCR - N1
05/22/2022,05/23/2022,26th Ward,26W,4354.00,2380000.00,Lower PCR efficiency: 78%,318262,RT-qPCR - N1
05/22/2022,05/23/2022,Bowery Bay,BB,24917.00,9810000.00,Lower PCR efficiency: 78%,894311,RT-qPCR - N1
05/22/2022,05/23/2022,Coney Island,CI,6928.00,3850000.00,Lower PCR efficiency: 78%,647635,RT-qPCR - N1
05/22/2022,05/23/2022,Hunts Point,HP,4138.00,2560000.00,Lower PCR efficiency: 78%,781885,RT-qPCR - N1
05/22/2022,05/23/2022,Jamaica Bay,JA,17403.00,6990000.00,Lower PCR efficiency: 78%,735054,RT-qPCR - N1
05/22/2022,05/23/2022,Newtown Creek,NC,22409.00,12000000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Lower PCR efficiency: 78%,1227810,RT-qPCR - N1
05/22/2022,05/23/2022,North River,NR,19783.00,11400000.00,Lower PCR efficiency: 78%,649549,RT-qPCR - N1
05/22/2022,05/23/2022,Oakwood Beach,OB,7373.00,3780000.00,Lower PCR efficiency: 78%,243910,RT-qPCR - N1
05/22/2022,05/23/2022,Owls Head,OH,21227.00,7920000.00,Lower PCR efficiency: 78%,923524,RT-qPCR - N1
05/22/2022,05/23/2022,Port Richmond,PR,18174.00,9500000.00,Lower PCR efficiency: 78%,224516,RT-qPCR - N1
05/22/2022,05/23/2022,Red Hook,RH,9104.00,3350000.00,Lower PCR efficiency: 78%,257556,RT-qPCR - N1
05/22/2022,05/23/2022,Rockaway,RK,18465.00,11800000.00,Lower PCR efficiency: 78%,117991,RT-qPCR - N1
05/22/2022,05/23/2022,Tallman Island,TI,16957.00,9670000.00,Lower PCR efficiency: 78%,457817,RT-qPCR - N1
05/22/2022,05/23/2022,Wards Island,WI,7822.00,5650000.00,Lower PCR efficiency: 78%,1173448,RT-qPCR - N1
05/24/2022,05/25/2022,26th Ward,26W,10266.00,5250000.00,,318262,RT-qPCR - N1
05/24/2022,05/25/2022,Bowery Bay,BB,22564.00,8210000.00,,894311,RT-qPCR - N1
05/24/2022,05/25/2022,Coney Island,CI,13917.00,5940000.00,,647635,RT-qPCR - N1
05/24/2022,05/25/2022,Hunts Point,HP,13413.00,7270000.00,,781885,RT-qPCR - N1
05/24/2022,05/25/2022,Jamaica Bay,JA,30.00,11400.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",735054,RT-qPCR - N1
05/24/2022,05/25/2022,Newtown Creek,NC,15742.00,8300000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
05/24/2022,05/25/2022,North River,NR,22047.00,12200000.00,,649549,RT-qPCR - N1
05/24/2022,05/25/2022,Oakwood Beach,OB,14724.00,6920000.00,,243910,RT-qPCR - N1
05/24/2022,05/25/2022,Owls Head,OH,22230.00,8110000.00,,923524,RT-qPCR - N1
05/24/2022,05/25/2022,Port Richmond,PR,18705.00,9150000.00,,224516,RT-qPCR - N1
05/24/2022,05/25/2022,Red Hook,RH,21076.00,7120000.00,,257556,RT-qPCR - N1
05/24/2022,05/25/2022,Rockaway,RK,10349.00,6310000.00,,117991,RT-qPCR - N1
05/24/2022,05/25/2022,Tallman Island,TI,26422.00,11100000.00,,457817,RT-qPCR - N1
05/24/2022,05/25/2022,Wards Island,WI,10682.00,6200000.00,,1173448,RT-qPCR - N1
05/31/2022,06/01/2022,26th Ward,26W,13403.00,7010000.00,,318262,RT-qPCR - N1
05/31/2022,06/01/2022,Bowery Bay,BB,24925.00,9180000.00,,894311,RT-qPCR - N1
05/31/2022,06/01/2022,Coney Island,CI,14463.00,5750000.00,,647635,RT-qPCR - N1
05/31/2022,06/01/2022,Hunts Point,HP,7184.00,4240000.00,,781885,RT-qPCR - N1
05/31/2022,06/01/2022,Jamaica Bay,JA,25430.00,9560000.00,,735054,RT-qPCR - N1
05/31/2022,06/01/2022,Newtown Creek,NC,19673.00,11000000.00,,1227810,RT-qPCR - N1
05/31/2022,06/01/2022,North River,NR,18304.00,11300000.00,,649549,RT-qPCR - N1
05/31/2022,06/01/2022,Oakwood Beach,OB,15258.00,6700000.00,,243910,RT-qPCR - N1
05/31/2022,06/01/2022,Owls Head,OH,24365.00,8790000.00,,923524,RT-qPCR - N1
05/31/2022,06/01/2022,Port Richmond,PR,18082.00,7930000.00,,224516,RT-qPCR - N1
05/31/2022,06/01/2022,Red Hook,RH,18224.00,6160000.00,,257556,RT-qPCR - N1
05/31/2022,06/01/2022,Rockaway,RK,7096.00,5010000.00,,117991,RT-qPCR - N1
05/31/2022,06/01/2022,Tallman Island,TI,19477.00,9020000.00,,457817,RT-qPCR - N1
05/31/2022,06/01/2022,Wards Island,WI,8416.00,6000000.00,,1173448,RT-qPCR - N1
06/05/2022,06/06/2022,26th Ward,26W,30712.00,15300000.00,,318262,RT-qPCR - N1
06/05/2022,06/06/2022,Bowery Bay,BB,25573.00,9530000.00,,894311,RT-qPCR - N1
06/05/2022,06/06/2022,Coney Island,CI,11427.00,4940000.00,,647635,RT-qPCR - N1
06/05/2022,06/06/2022,Hunts Point,HP,3898.00,2300000.00,,781885,RT-qPCR - N1
06/05/2022,06/06/2022,Jamaica Bay,JA,18629.00,7290000.00,,735054,RT-qPCR - N1
06/05/2022,06/06/2022,Newtown Creek,NC,20021.00,9940000.00,,1227810,RT-qPCR - N1
06/05/2022,06/06/2022,North River,NR,15539.00,8510000.00,,649549,RT-qPCR - N1
06/05/2022,06/06/2022,Oakwood Beach,OB,11971.00,5630000.00,,243910,RT-qPCR - N1
06/05/2022,06/06/2022,Owls Head,OH,25633.00,9040000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
06/05/2022,06/06/2022,Port Richmond,PR,12700.00,5780000.00,,224516,RT-qPCR - N1
06/05/2022,06/06/2022,Red Hook,RH,12957.00,4570000.00,,257556,RT-qPCR - N1
06/05/2022,06/06/2022,Rockaway,RK,4047.00,2600000.00,,117991,RT-qPCR - N1
06/05/2022,06/06/2022,Tallman Island,TI,14530.00,7690000.00,,457817,RT-qPCR - N1
06/05/2022,06/06/2022,Wards Island,WI,8807.00,5090000.00,,1173448,RT-qPCR - N1
06/07/2022,06/08/2022,26th Ward,26W,11869.00,6210000.00,,318262,RT-qPCR - N1
06/07/2022,06/08/2022,Bowery Bay,BB,23744.00,9650000.00,,894311,RT-qPCR - N1
06/07/2022,06/08/2022,Coney Island,CI,12737.00,5660000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
06/07/2022,06/08/2022,Hunts Point,HP,8601.00,4960000.00,,781885,RT-qPCR - N1
06/07/2022,06/08/2022,Jamaica Bay,JA,23151.00,9060000.00,,735054,RT-qPCR - N1
06/07/2022,06/08/2022,Newtown Creek,NC,16995.00,9640000.00,,1227810,RT-qPCR - N1
06/07/2022,06/08/2022,North River,NR,15117.00,9250000.00,,649549,RT-qPCR - N1
06/07/2022,06/08/2022,Oakwood Beach,OB,10209.00,4590000.00,,243910,RT-qPCR - N1
06/07/2022,06/08/2022,Owls Head,OH,16839.00,6490000.00,,923524,RT-qPCR - N1
06/07/2022,06/08/2022,Port Richmond,PR,16096.00,7600000.00,,224516,RT-qPCR - N1
06/07/2022,06/08/2022,Red Hook,RH,17674.00,6750000.00,,257556,RT-qPCR - N1
06/07/2022,06/08/2022,Rockaway,RK,5829.00,3740000.00,,117991,RT-qPCR - N1
06/07/2022,06/08/2022,Tallman Island,TI,31870.00,15500000.00,,457817,RT-qPCR - N1
06/07/2022,06/08/2022,Wards Island,WI,14019.00,8460000.00,,1173448,RT-qPCR - N1
06/12/2022,06/13/2022,26th Ward,26W,10660.00,5710000.00,,318262,RT-qPCR - N1
06/12/2022,06/13/2022,Bowery Bay,BB,11064.00,4920000.00,,894311,RT-qPCR - N1
06/12/2022,06/13/2022,Coney Island,CI,9083.00,4300000.00,,647635,RT-qPCR - N1
06/12/2022,06/13/2022,Hunts Point,HP,4313.00,2550000.00,,781885,RT-qPCR - N1
06/12/2022,06/13/2022,Jamaica Bay,JA,15482.00,6220000.00,,735054,RT-qPCR - N1
06/12/2022,06/13/2022,Newtown Creek,NC,16025.00,8840000.00,,1227810,RT-qPCR - N1
06/12/2022,06/13/2022,North River,NR,16671.00,9230000.00,,649549,RT-qPCR - N1
06/12/2022,06/13/2022,Oakwood Beach,OB,13268.00,6340000.00,,243910,RT-qPCR - N1
06/12/2022,06/13/2022,Owls Head,OH,23522.00,8870000.00,,923524,RT-qPCR - N1
06/12/2022,06/13/2022,Port Richmond,PR,18714.00,9470000.00,,224516,RT-qPCR - N1
06/12/2022,06/13/2022,Red Hook,RH,13890.00,4700000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
06/12/2022,06/13/2022,Rockaway,RK,5858.00,3950000.00,,117991,RT-qPCR - N1
06/12/2022,06/13/2022,Tallman Island,TI,14212.00,7170000.00,,457817,RT-qPCR - N1
06/12/2022,06/13/2022,Wards Island,WI,7569.00,4540000.00,,1173448,RT-qPCR - N1
06/14/2022,06/15/2022,26th Ward,26W,16979.00,8080000.00,,318262,RT-qPCR - N1
06/14/2022,06/15/2022,Bowery Bay,BB,14628.00,6250000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",894311,RT-qPCR - N1
06/14/2022,06/15/2022,Coney Island,CI,18756.00,8330000.00,,647635,RT-qPCR - N1
06/14/2022,06/15/2022,Hunts Point,HP,21252.00,11800000.00,,781885,RT-qPCR - N1
06/14/2022,06/15/2022,Jamaica Bay,JA,20966.00,7880000.00,,735054,RT-qPCR - N1
06/14/2022,06/15/2022,Newtown Creek,NC,17057.00,9520000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
06/14/2022,06/15/2022,North River,NR,21695.00,13100000.00,,649549,RT-qPCR - N1
06/14/2022,06/15/2022,Oakwood Beach,OB,7643.00,3320000.00,,243910,RT-qPCR - N1
06/14/2022,06/15/2022,Owls Head,OH,12465.00,4750000.00,,923524,RT-qPCR - N1
06/14/2022,06/15/2022,Port Richmond,PR,14226.00,6000000.00,,224516,RT-qPCR - N1
